full_address,estimate_date,estimate_value,estimate_range,link
"22 Glenamoy Crescent, Johnsonville, Wellington",1/01/1970,$910K,$850K - $975K,https://www.homes.co.nz/address/wellington/johnsonville/22-glenamoy-crescent/AlJpD
"30 Woodland Road, Johnsonville, Wellington",1/01/1970,$1.34M,$1.25M - $1.43M,https://www.homes.co.nz/address/wellington/johnsonville/30-woodland-road/K0wvx
"44A Kipling Street, Johnsonville, Wellington",16/03/2017,$1.01M,$940K - $1.08M,https://www.homes.co.nz/address/wellington/johnsonville/44a-kipling-street/QRY15
"3 Hindmarsh Street, Johnsonville, Wellington",16/12/2005,$990K,$920K - $1.06M,https://www.homes.co.nz/address/wellington/johnsonville/3-hindmarsh-street/NX91W
"53 Woodland Road, Johnsonville, Wellington",9/04/2019,$1.02M,$950K - $1.09M,https://www.homes.co.nz/address/wellington/johnsonville/53-woodland-road/kk7no
"59 Erris Street, Johnsonville, Wellington",12/05/2016,$1.08M,$1M - $1.15M,https://www.homes.co.nz/address/wellington/johnsonville/59-erris-street/kkAJv
"31 Tarawera Road, Johnsonville, Wellington",16/02/2018,$1.95M,$1.82M - $2.09M,https://www.homes.co.nz/address/wellington/johnsonville/31-tarawera-road/W4DoW
"22A Woodland Road, Johnsonville, Wellington",5/05/2021,$1.22M,$1.16M - $1.27M,https://www.homes.co.nz/address/wellington/johnsonville/22a-woodland-road/NXDQW
"11 Rudyard Crescent, Johnsonville, Wellington",21/01/2021,$880K,$820K - $930K,https://www.homes.co.nz/address/wellington/johnsonville/11-rudyard-crescent/vyD1Z
"5 Swinford Crescent, Johnsonville, Wellington",21/03/2006,$1.11M,$1.03M - $1.19M,https://www.homes.co.nz/address/wellington/johnsonville/5-swinford-crescent/yb7xW
"59 Meadowcroft Grove, Johnsonville, Wellington",13/12/2006,$1.16M,$1.08M - $1.25M,https://www.homes.co.nz/address/wellington/johnsonville/59-meadowcroft-grove/GkbX1
"8 Truscott Avenue, Johnsonville, Wellington",21/01/2015,$990K,$920K - $1.06M,https://www.homes.co.nz/address/wellington/johnsonville/8-truscott-avenue/GkvKO
"1/21 Elliott Street, Johnsonville, Wellington",4/05/2012,$1.09M,$1.02M - $1.17M,https://www.homes.co.nz/address/wellington/johnsonville/1-21-elliott-street/841RZ
"49 Fraser Avenue, Johnsonville, Wellington",16/12/2019,$1.04M,$970K - $1.11M,https://www.homes.co.nz/address/wellington/johnsonville/49-fraser-avenue/o04LQ
"5 Sim Street, Johnsonville, Wellington",1/04/1997,$850K,$790K - $905K,https://www.homes.co.nz/address/wellington/johnsonville/5-sim-street/qkGw0
"57 Clifford Road, Johnsonville, Wellington",1/01/1970,$950K,$885K - $1.02M,https://www.homes.co.nz/address/wellington/johnsonville/57-clifford-road/DLZw2
"4/10 Tuapapa Street, Johnsonville, Wellington",1/01/1970,$670K,$630K - $705K,https://www.homes.co.nz/address/wellington/johnsonville/4-10-tuapapa-street/84ly1
"2 Plumer Street, Johnsonville, Wellington",1/01/1970,$930K,$865K - $995K,https://www.homes.co.nz/address/wellington/johnsonville/2-plumer-street/kkwwW
"4 Wheeler Way, Johnsonville, Wellington",1/01/1970,$1.03M,$960K - $1.1M,https://www.homes.co.nz/address/wellington/johnsonville/4-wheeler-way/kk0VO
"6 Monowai Road, Johnsonville, Wellington",16/10/2007,$1.05M,$975K - $1.12M,https://www.homes.co.nz/address/wellington/johnsonville/6-monowai-road/840nn
"1 Safari Crescent, Johnsonville, Wellington",1/01/1970,$985K,$915K - $1.05M,https://www.homes.co.nz/address/wellington/johnsonville/1-safari-crescent/9Y8J7
"22 Woodland Road, Johnsonville, Wellington",1/01/1970,$1.01M,$950K - $1.06M,https://www.homes.co.nz/address/wellington/johnsonville/22-woodland-road/JLvo1
"61 Ironside Road, Johnsonville, Wellington",9/06/2009,$1.3M,$1.21M - $1.39M,https://www.homes.co.nz/address/wellington/johnsonville/61-ironside-road/Y2K85
"1/53 Dominion Park Street, Johnsonville, Wellington",29/12/2013,$900K,$850K - $950K,https://www.homes.co.nz/address/wellington/johnsonville/1-53-dominion-park-street/Og9Rn
"4A Hollies Crescent, Johnsonville, Wellington",2/07/2007,$885K,$835K - $930K,https://www.homes.co.nz/address/wellington/johnsonville/4a-hollies-crescent/0rQkn
"39A Bannister Avenue, Johnsonville, Wellington",11/10/2012,$975K,$910K - $1.04M,https://www.homes.co.nz/address/wellington/johnsonville/39a-bannister-avenue/15vnE
"26 Bould Street, Johnsonville, Wellington",1/01/1970,$755K,$710K - $795K,https://www.homes.co.nz/address/wellington/johnsonville/26-bould-street/ROlXZ
"52 Woodland Road, Johnsonville, Wellington",9/10/2018,$1.01M,$945K - $1.09M,https://www.homes.co.nz/address/wellington/johnsonville/52-woodland-road/LD9zK
"25 Truscott Avenue, Johnsonville, Wellington",1/01/1970,$985K,$920K - $1.06M,https://www.homes.co.nz/address/wellington/johnsonville/25-truscott-avenue/ek04x
"40A Prospect Terrace, Johnsonville, Wellington",11/03/2020,$1.06M,$985K - $1.13M,https://www.homes.co.nz/address/wellington/johnsonville/40a-prospect-terrace/x4J9b
"44A Bassett Road, Johnsonville, Wellington",3/08/2011,$910K,$845K - $970K,https://www.homes.co.nz/address/wellington/johnsonville/44a-bassett-road/o0l9V
"28 Fisher Street, Johnsonville, Wellington",25/02/2016,$1.4M,$1.31M - $1.5M,https://www.homes.co.nz/address/wellington/johnsonville/28-fisher-street/MkQ8Y
"61 Fraser Avenue, Johnsonville, Wellington",15/04/2004,$965K,$900K - $1.03M,https://www.homes.co.nz/address/wellington/johnsonville/61-fraser-avenue/jDR0e
"45 Prospect Terrace, Johnsonville, Wellington",29/09/2016,$960K,$890K - $1.02M,https://www.homes.co.nz/address/wellington/johnsonville/45-prospect-terrace/9Yw9Q
"56 Cortina Avenue, Johnsonville, Wellington",15/08/2007,$1.09M,$1.01M - $1.16M,https://www.homes.co.nz/address/wellington/johnsonville/56-cortina-avenue/Ogy1n
"6 Malaghan Grove, Johnsonville, Wellington",1/01/1970,$1.03M,$955K - $1.1M,https://www.homes.co.nz/address/wellington/johnsonville/6-malaghan-grove/kkykj
"30 Fraser Avenue, Johnsonville, Wellington",1/01/1970,$695K,$655K - $730K,https://www.homes.co.nz/address/wellington/johnsonville/30-fraser-avenue/Blw4k
"35 Tarawera Road, Johnsonville, Wellington",27/03/2003,$1M,$935K - $1.07M,https://www.homes.co.nz/address/wellington/johnsonville/35-tarawera-road/Jx7A1
"37 Ironside Road, Johnsonville, Wellington",1/01/1970,$955K,$890K - $1.02M,https://www.homes.co.nz/address/wellington/johnsonville/37-ironside-road/K0xkB
"37 Woodland Road, Johnsonville, Wellington",24/03/2017,$1.16M,$1.08M - $1.24M,https://www.homes.co.nz/address/wellington/johnsonville/37-woodland-road/kkJOj
"57 Woodland Road, Johnsonville, Wellington",31/05/2016,$1.15M,$1.07M - $1.23M,https://www.homes.co.nz/address/wellington/johnsonville/57-woodland-road/wxBDr
"79 Broderick Road, Johnsonville, Wellington",5/05/2013,$920K,$860K - $985K,https://www.homes.co.nz/address/wellington/johnsonville/79-broderick-road/pD7e4
"16B Stephen Street, Johnsonville, Wellington",17/10/2012,$1.19M,$1.11M - $1.27M,https://www.homes.co.nz/address/wellington/johnsonville/16b-stephen-street/5EB20
"30 Fisher Street, Johnsonville, Wellington",1/01/1970,$935K,$870K - $1M,https://www.homes.co.nz/address/wellington/johnsonville/30-fisher-street/wxJBa
"79 Fraser Avenue, Johnsonville, Wellington",28/02/2018,$1.07M,$995K - $1.14M,https://www.homes.co.nz/address/wellington/johnsonville/79-fraser-avenue/ggYPQ
"41 Bassett Road, Johnsonville, Wellington",31/05/2019,$1.15M,$1.07M - $1.23M,https://www.homes.co.nz/address/wellington/johnsonville/41-bassett-road/Y2qVP
"24A Bathgate Street, Johnsonville, Wellington",1/01/1970,$1.14M,$1.06M - $1.22M,https://www.homes.co.nz/address/wellington/johnsonville/24a-bathgate-street/0rRJB
"73 Tarawera Road, Johnsonville, Wellington",1/01/1970,$1.01M,$940K - $1.08M,https://www.homes.co.nz/address/wellington/johnsonville/73-tarawera-road/DLJrn
"26 Erris Street, Johnsonville, Wellington",8/03/2018,$990K,$920K - $1.06M,https://www.homes.co.nz/address/wellington/johnsonville/26-erris-street/DL800
"18 Sheridan Terrace, Johnsonville, Wellington",1/01/1970,$960K,$890K - $1.02M,https://www.homes.co.nz/address/wellington/johnsonville/18-sheridan-terrace/ZoY59
"5 Clifford Road, Johnsonville, Wellington",2/08/2016,$1.15M,$1.07M - $1.23M,https://www.homes.co.nz/address/wellington/johnsonville/5-clifford-road/vObOO
"54 Woodland Road, Johnsonville, Wellington",5/06/2007,$1.1M,$1.02M - $1.17M,https://www.homes.co.nz/address/wellington/johnsonville/54-woodland-road/MwlGe
"15 Morgan Street, Johnsonville, Wellington",13/02/2020,$1.01M,$940K - $1.08M,https://www.homes.co.nz/address/wellington/johnsonville/15-morgan-street/BlMnq
"73 Burgess Road, Johnsonville, Wellington",10/02/1995,$930K,$865K - $995K,https://www.homes.co.nz/address/wellington/johnsonville/73-burgess-road/7Ev4V
"77 Burgess Road, Johnsonville, Wellington",23/10/2019,$1.04M,$965K - $1.11M,https://www.homes.co.nz/address/wellington/johnsonville/77-burgess-road/5EDy5
"11 Braemar Terrace, Johnsonville, Wellington",23/11/2018,$1.18M,$1.1M - $1.26M,https://www.homes.co.nz/address/wellington/johnsonville/11-braemar-terrace/wx2K2
"33 Cortina Avenue, Johnsonville, Wellington",1/01/1970,$1.04M,$970K - $1.11M,https://www.homes.co.nz/address/wellington/johnsonville/33-cortina-avenue/0rXp9
"14 Sheridan Terrace, Johnsonville, Wellington",6/05/2016,$1.07M,$995K - $1.14M,https://www.homes.co.nz/address/wellington/johnsonville/14-sheridan-terrace/qkEvx
"50 Bassett Road, Johnsonville, Wellington",1/01/1970,$1.22M,$1.13M - $1.3M,https://www.homes.co.nz/address/wellington/johnsonville/50-bassett-road/DLPzM
"14 Petherick Crescent, Johnsonville, Wellington",29/07/2002,$1M,$930K - $1.07M,https://www.homes.co.nz/address/wellington/johnsonville/14-petherick-crescent/MkwJZ
"103 Stewart Drive, Johnsonville, Wellington",26/08/2002,$1.08M,$1.01M - $1.16M,https://www.homes.co.nz/address/wellington/johnsonville/103-stewart-drive/Blggq
"41 Tarawera Road, Johnsonville, Wellington",1/01/1970,$885K,$825K - $945K,https://www.homes.co.nz/address/wellington/johnsonville/41-tarawera-road/QROzA
"49 Dominion Park Street, Johnsonville, Wellington",24/03/2021,$1.26M,$1.19M - $1.31M,https://www.homes.co.nz/address/wellington/johnsonville/49-dominion-park-street/0r2lB
"9A Clifford Road, Johnsonville, Wellington",4/04/2011,$985K,$915K - $1.05M,https://www.homes.co.nz/address/wellington/johnsonville/9a-clifford-road/ggeL2
"9 Safari Crescent, Johnsonville, Wellington",21/05/2007,$1.14M,$1.06M - $1.22M,https://www.homes.co.nz/address/wellington/johnsonville/9-safari-crescent/5E5yV
"16A Stephen Street, Johnsonville, Wellington",1/01/1970,$1.25M,$1.16M - $1.33M,https://www.homes.co.nz/address/wellington/johnsonville/16a-stephen-street/vygpG
"105 Ironside Road, Johnsonville, Wellington",1/01/1970,$970K,$900K - $1.04M,https://www.homes.co.nz/address/wellington/johnsonville/105-ironside-road/Ala0K
"135 Ohariu Road, Johnsonville, Wellington",27/05/2021,$1.05M,$1.01M - $1.08M,https://www.homes.co.nz/address/wellington/johnsonville/135-ohariu-road/NXVR9
"43 Clifford Road, Johnsonville, Wellington",30/04/2019,$1.04M,$970K - $1.11M,https://www.homes.co.nz/address/wellington/johnsonville/43-clifford-road/0rvoJ
"15 Stephen Street, Johnsonville, Wellington",20/07/2016,$1.04M,$970K - $1.11M,https://www.homes.co.nz/address/wellington/johnsonville/15-stephen-street/NXMAM
"79A Moorefield Road, Johnsonville, Wellington",18/07/2007,$935K,$870K - $1M,https://www.homes.co.nz/address/wellington/johnsonville/79a-moorefield-road/PaoDX
"22A Phillip Street, Johnsonville, Wellington",10/10/2014,$900K,$835K - $960K,https://www.homes.co.nz/address/wellington/johnsonville/22a-phillip-street/gg5ae
"1 Sheridan Terrace, Johnsonville, Wellington",18/03/2016,$1.65M,$1.54M - $1.77M,https://www.homes.co.nz/address/wellington/johnsonville/1-sheridan-terrace/W4zRq
"34 Prospect Terrace, Johnsonville, Wellington",22/07/2020,$1.06M,$985K - $1.13M,https://www.homes.co.nz/address/wellington/johnsonville/34-prospect-terrace/JL0nY
"49 Woodland Road, Johnsonville, Wellington",1/07/2020,$1.04M,$970K - $1.12M,https://www.homes.co.nz/address/wellington/johnsonville/49-woodland-road/ybGYb
"30 Mclintock Street, Johnsonville, Wellington",17/10/2019,$1.2M,$1.11M - $1.28M,https://www.homes.co.nz/address/wellington/johnsonville/30-mclintock-street/W4YDk
"38 Truscott Avenue, Johnsonville, Wellington",14/12/2011,$1.09M,$1.01M - $1.16M,https://www.homes.co.nz/address/wellington/johnsonville/38-truscott-avenue/5EMkL
"49 Ironside Road, Johnsonville, Wellington",30/10/2012,$975K,$905K - $1.04M,https://www.homes.co.nz/address/wellington/johnsonville/49-ironside-road/0rk2O
"4/132 Ironside Road, Johnsonville, Wellington",1/06/2021,$810K,$765K - $855K,https://www.homes.co.nz/address/wellington/johnsonville/4-132-ironside-road/o0E2B
"44 Frankmoore Avenue, Johnsonville, Wellington",27/11/2019,$1.15M,$1.07M - $1.22M,https://www.homes.co.nz/address/wellington/johnsonville/44-frankmoore-avenue/E0yaO
"19 Stephen Street, Johnsonville, Wellington",1/01/1970,$785K,$730K - $840K,https://www.homes.co.nz/address/wellington/johnsonville/19-stephen-street/DLBXw
"2B Woodland Road, Johnsonville, Wellington",11/03/2021,$865K,$815K - $905K,https://www.homes.co.nz/address/wellington/johnsonville/2b-woodland-road/K0eKx
"4 Truscott Avenue, Johnsonville, Wellington",1/01/1970,$1.02M,$950K - $1.09M,https://www.homes.co.nz/address/wellington/johnsonville/4-truscott-avenue/ggDwe
"79 Ironside Road, Johnsonville, Wellington",1/01/1970,$935K,$870K - $1M,https://www.homes.co.nz/address/wellington/johnsonville/79-ironside-road/PYl5z
"10 Stephen Street, Johnsonville, Wellington",1/01/1970,$970K,$905K - $1.04M,https://www.homes.co.nz/address/wellington/johnsonville/10-stephen-street/bLMDk
"2A Sim Street, Johnsonville, Wellington",27/07/2005,$1.03M,$955K - $1.1M,https://www.homes.co.nz/address/wellington/johnsonville/2a-sim-street/MkyPY
"27B Kipling Street, Johnsonville, Wellington",10/05/2004,$925K,$860K - $990K,https://www.homes.co.nz/address/wellington/johnsonville/27b-kipling-street/ZoRWw
"18 Sim Street, Johnsonville, Wellington",15/11/2017,$1.16M,$1.08M - $1.24M,https://www.homes.co.nz/address/wellington/johnsonville/18-sim-street/0b85n
"10 Rotoiti Street, Johnsonville, Wellington",27/10/2005,$1.09M,$1.01M - $1.16M,https://www.homes.co.nz/address/wellington/johnsonville/10-rotoiti-street/QRPy4
"12 Tarawera Road, Johnsonville, Wellington",16/09/2012,$1.05M,$975K - $1.12M,https://www.homes.co.nz/address/wellington/johnsonville/12-tarawera-road/7E7nq
"25 Petherick Crescent, Johnsonville, Wellington",5/02/2016,$1.16M,$1.08M - $1.24M,https://www.homes.co.nz/address/wellington/johnsonville/25-petherick-crescent/kNR4O
"27 Petherick Crescent, Johnsonville, Wellington",13/10/2020,$1.22M,$1.13M - $1.3M,https://www.homes.co.nz/address/wellington/johnsonville/27-petherick-crescent/NXMqW
"44 Tarawera Road, Johnsonville, Wellington",11/03/2014,$1M,$930K - $1.07M,https://www.homes.co.nz/address/wellington/johnsonville/44-tarawera-road/j78BD
"70 Chesterton Street, Johnsonville, Wellington",25/08/2016,$695K,$655K - $735K,https://www.homes.co.nz/address/wellington/johnsonville/70-chesterton-street/lj8Bx
"122 Broderick Road, Johnsonville, Wellington",17/10/1997,$900K,$840K - $965K,https://www.homes.co.nz/address/wellington/johnsonville/122-broderick-road/pDXjV
"158 Fraser Avenue, Johnsonville, Wellington",14/04/2015,$990K,$920K - $1.06M,https://www.homes.co.nz/address/wellington/johnsonville/158-fraser-avenue/ek4yW
"71 Clifford Road, Johnsonville, Wellington",20/02/2020,$845K,$790K - $905K,https://www.homes.co.nz/address/wellington/johnsonville/71-clifford-road/lXlKb
"14A Mclintock Street, Johnsonville, Wellington",10/02/1998,$815K,$770K - $860K,https://www.homes.co.nz/address/wellington/johnsonville/14a-mclintock-street/Zoe0V
"18A Clifford Road, Johnsonville, Wellington",1/02/2017,$980K,$910K - $1.05M,https://www.homes.co.nz/address/wellington/johnsonville/18a-clifford-road/X4P2J
"49 Burgess Road, Johnsonville, Wellington",13/11/2019,$950K,$895K - $1M,https://www.homes.co.nz/address/wellington/johnsonville/49-burgess-road/ekll5
"12C Atua Street, Johnsonville, Wellington",25/10/2019,$830K,$775K - $890K,https://www.homes.co.nz/address/wellington/johnsonville/12c-atua-street/4EaZE
"66 Cortina Avenue, Johnsonville, Wellington",13/06/2006,$895K,$835K - $960K,https://www.homes.co.nz/address/wellington/johnsonville/66-cortina-avenue/LDX2k
"20 Woodland Road, Johnsonville, Wellington",24/03/2005,$1.18M,$1.09M - $1.26M,https://www.homes.co.nz/address/wellington/johnsonville/20-woodland-road/zOMlz
"8B Hollies Crescent, Johnsonville, Wellington",28/08/2014,$955K,$905K - $1.01M,https://www.homes.co.nz/address/wellington/johnsonville/8b-hollies-crescent/2EqWj
"28C Fraser Avenue, Johnsonville, Wellington",1/01/1970,$850K,$790K - $910K,https://www.homes.co.nz/address/wellington/johnsonville/28c-fraser-avenue/15jzp
"6 Prospect Terrace, Johnsonville, Wellington",2/05/2005,$990K,$920K - $1.06M,https://www.homes.co.nz/address/wellington/johnsonville/6-prospect-terrace/4EOxV
"20A Bould Street, Johnsonville, Wellington",27/05/2006,$975K,$905K - $1.04M,https://www.homes.co.nz/address/wellington/johnsonville/20a-bould-street/ekbeK
"83 Burgess Road, Johnsonville, Wellington",9/11/2018,$990K,$920K - $1.06M,https://www.homes.co.nz/address/wellington/johnsonville/83-burgess-road/jDzRM
"35 Fraser Avenue, Johnsonville, Wellington",1/07/2005,$895K,$835K - $955K,https://www.homes.co.nz/address/wellington/johnsonville/35-fraser-avenue/4EooL
"36A Middleton Road, Johnsonville, Wellington",23/10/2010,$805K,$750K - $860K,https://www.homes.co.nz/address/wellington/johnsonville/36a-middleton-road/BlwLp
"45A Erris Street, Johnsonville, Wellington",16/11/2001,$1.03M,$960K - $1.1M,https://www.homes.co.nz/address/wellington/johnsonville/45a-erris-street/vy7Ql
"91A Moorefield Road, Johnsonville, Wellington",10/10/1997,$935K,$870K - $1M,https://www.homes.co.nz/address/wellington/johnsonville/91a-moorefield-road/845rj
"48A Mclintock Street, Johnsonville, Wellington",1/04/2013,$1.17M,$1.09M - $1.25M,https://www.homes.co.nz/address/wellington/johnsonville/48a-mclintock-street/ekM0x
"39 Hindmarsh Street, Johnsonville, Wellington",20/03/1999,$1.16M,$1.08M - $1.24M,https://www.homes.co.nz/address/wellington/johnsonville/39-hindmarsh-street/9YkgA
"1B Hollies Crescent, Johnsonville, Wellington",18/03/2015,$550K,$520K - $580K,https://www.homes.co.nz/address/wellington/johnsonville/1b-hollies-crescent/DLWJD
"37A Truscott Avenue, Johnsonville, Wellington",1/01/1970,$695K,$660K - $735K,https://www.homes.co.nz/address/wellington/johnsonville/37a-truscott-avenue/pDvEQ
"91A Broderick Road, Johnsonville, Wellington",1/01/1970,$685K,$645K - $720K,https://www.homes.co.nz/address/wellington/johnsonville/91a-broderick-road/K0XJx
"27 Stephen Street, Johnsonville, Wellington",15/12/2017,$960K,$895K - $1.03M,https://www.homes.co.nz/address/wellington/johnsonville/27-stephen-street/VaZeq
"146 Fraser Avenue, Johnsonville, Wellington",2/09/2013,$930K,$865K - $995K,https://www.homes.co.nz/address/wellington/johnsonville/146-fraser-avenue/X4ZzB
"74A Fraser Avenue, Johnsonville, Wellington",14/08/2013,$1M,$930K - $1.07M,https://www.homes.co.nz/address/wellington/johnsonville/74a-fraser-avenue/Bl1jj
"6/53 Dominion Park Street, Johnsonville, Wellington",29/07/2010,$900K,$850K - $950K,https://www.homes.co.nz/address/wellington/johnsonville/6-53-dominion-park-street/7E8oQ
"9C Hindmarsh Street, Johnsonville, Wellington",1/01/1970,$815K,$770K - $860K,https://www.homes.co.nz/address/wellington/johnsonville/9c-hindmarsh-street/pDz0o
"37C Hindmarsh Street, Johnsonville, Wellington",9/06/2017,$595K,$565K - $630K,https://www.homes.co.nz/address/wellington/johnsonville/37c-hindmarsh-street/84yAj
